Population,Date,Year,Max,max_temp,Min,min_temp,Average,mean_temp,daylength_hours
AZ,9.23,2019,91,32.77777778,68,20,79.5,26.38888889,12.11055556
AZ,9.24,2019,76,24.44444444,62,16.66666667,69,20.55555556,12.07805556
AZ,9.25,2019,84,28.88888889,64,17.77777778,74,23.33333333,12.04527778
AZ,9.26,2019,86,30,63,17.22222222,74.5,23.61111111,12.01277778
AZ,9.27,2019,82,27.77777778,65,18.33333333,73.5,23.05555556,11.98
AZ,9.28,2019,89,31.66666667,63,17.22222222,76,24.44444444,11.9475
AZ,9.29,2019,91,32.77777778,67,19.44444444,79,26.11111111,11.91472222
AZ,9.30,2019,91,32.77777778,60,15.55555556,75.5,24.16666667,11.88222222
AZ,9.01,2020,96,35.55555556,74,23.33333333,85,29.44444444,12.82055556
AZ,9.02,2020,97,36.11111111,75,23.88888889,86,30,12.78888889
AZ,9.03,2020,102,38.88888889,73,22.77777778,87.5,30.83333333,12.7575
AZ,9.04,2020,110,43.33333333,75,23.88888889,92.5,33.61111111,12.72555556
AZ,9.05,2020,108,42.22222222,83,28.33333333,95.5,35.27777778,12.69388889
AZ,9.06,2020,107,41.66666667,84,28.88888889,95.5,35.27777778,12.66194444
AZ,9.07,2020,103,39.44444444,78,25.55555556,90.5,32.5,12.63
AZ,9.08,2020,95,35,79,26.11111111,87,30.55555556,12.59777778
AZ,9.09,2020,91,32.77777778,68,20,79.5,26.38888889,12.56583333
AZ,9.10,2020,90,32.22222222,56,13.33333333,73,22.77777778,12.53361111
AZ,9.11,2020,90,32.22222222,63,17.22222222,76.5,24.72222222,12.50111111
AZ,9.12,2020,93,33.88888889,65,18.33333333,79,26.11111111,12.46888889
AZ,9.13,2020,97,36.11111111,68,20,82.5,28.05555556,12.43638889
AZ,9.14,2020,97,36.11111111,75,23.88888889,86,30,12.40416667
AZ,9.15,2020,98,36.66666667,75,23.88888889,86.5,30.27777778,12.37166667
AZ,9.16,2020,102,38.88888889,69,20.55555556,85.5,29.72222222,12.33916667
AZ,9.17,2020,103,39.44444444,71,21.66666667,87,30.55555556,12.30638889
AZ,9.18,2020,99,37.22222222,79,26.11111111,89,31.66666667,12.27388889
AZ,9.19,2020,99,37.22222222,76,24.44444444,87.5,30.83333333,12.24138889
AZ,9.20,2020,101,38.33333333,78,25.55555556,89.5,31.94444444,12.20861111
AZ,9.21,2020,99,37.22222222,73,22.77777778,86,30,12.17611111
AZ,9.22,2020,97,36.11111111,75,23.88888889,86,30,12.14333333
AZ,9.23,2020,98,36.66666667,71,21.66666667,84.5,29.16666667,12.11055556
AZ,9.24,2020,102,38.88888889,69,20.55555556,85.5,29.72222222,12.07805556
AZ,9.25,2020,102,38.88888889,71,21.66666667,86.5,30.27777778,12.04527778
AZ,9.26,2020,100,37.77777778,69,20.55555556,84.5,29.16666667,12.01277778
AZ,9.27,2020,99,37.22222222,68,20,83.5,28.61111111,11.98
AZ,9.28,2020,100,37.77777778,65,18.33333333,82.5,28.05555556,11.9475
AZ,9.29,2020,100,37.77777778,72,22.22222222,86,30,11.91472222
AZ,9.30,2020,100,37.77777778,67,19.44444444,83.5,28.61111111,11.88222222
AZ,9.01,2021,90,32.22222222,70,21.11111111,80,26.66666667,12.82055556
AZ,9.02,2021,94,34.44444444,71,21.66666667,82.5,28.05555556,12.78888889
AZ,9.03,2021,97,36.11111111,71,21.66666667,84,28.88888889,12.7575
AZ,9.04,2021,100,37.77777778,76,24.44444444,88,31.11111111,12.72555556
AZ,9.05,2021,101,38.33333333,73,22.77777778,87,30.55555556,12.69388889
AZ,9.06,2021,98,36.66666667,70,21.11111111,84,28.88888889,12.66194444
AZ,9.07,2021,98,36.66666667,73,22.77777778,85.5,29.72222222,12.63
AZ,9.08,2021,102,38.88888889,77,25,89.5,31.94444444,12.59777778
AZ,9.09,2021,102,38.88888889,77,25,89.5,31.94444444,12.56583333
AZ,9.10,2021,102,38.88888889,74,23.33333333,88,31.11111111,12.53361111
AZ,9.11,2021,103,39.44444444,73,22.77777778,88,31.11111111,12.50111111
AZ,9.12,2021,104,40,71,21.66666667,87.5,30.83333333,12.46888889
AZ,9.13,2021,104,40,72,22.22222222,88,31.11111111,12.43638889
AZ,9.14,2021,102,38.88888889,71,21.66666667,86.5,30.27777778,12.40416667
AZ,9.15,2021,102,38.88888889,69,20.55555556,85.5,29.72222222,12.37166667
AZ,9.16,2021,101,38.33333333,69,20.55555556,85,29.44444444,12.33916667
AZ,9.17,2021,96,35.55555556,78,25.55555556,87,30.55555556,12.30638889
AZ,9.18,2021,97,36.11111111,72,22.22222222,84.5,29.16666667,12.27388889
AZ,9.19,2021,97,36.11111111,72,22.22222222,84.5,29.16666667,12.24138889
AZ,9.20,2021,97,36.11111111,68,20,82.5,28.05555556,12.20861111
AZ,9.21,2021,98,36.66666667,65,18.33333333,81.5,27.5,12.17611111
AZ,9.22,2021,96,35.55555556,67,19.44444444,81.5,27.5,12.14333333
AZ,9.23,2021,85,29.44444444,68,20,76.5,24.72222222,12.11055556
AZ,9.24,2021,90,32.22222222,64,17.77777778,77,25,12.07805556
AZ,9.25,2021,92,33.33333333,68,20,80,26.66666667,12.04527778
AZ,9.26,2021,82,27.77777778,64,17.77777778,73,22.77777778,12.01277778
AZ,9.27,2021,83,28.33333333,64,17.77777778,73.5,23.05555556,11.98
AZ,9.28,2021,89,31.66666667,68,20,78.5,25.83333333,11.9475
AZ,9.29,2021,88,31.11111111,64,17.77777778,76,24.44444444,11.91472222
AZ,9.30,2021,86,30,63,17.22222222,74.5,23.61111111,11.88222222
AZ,9.01,2022,99,37.22222222,79,26.11111111,89,31.66666667,12.82055556
AZ,9.02,2022,102,38.88888889,74,23.33333333,88,31.11111111,12.78888889
AZ,9.03,2022,96,35.55555556,78,25.55555556,87,30.55555556,12.7575
AZ,9.04,2022,99,37.22222222,77,25,88,31.11111111,12.72555556
AZ,9.05,2022,102,38.88888889,79,26.11111111,90.5,32.5,12.69388889
AZ,9.06,2022,103,39.44444444,80,26.66666667,91.5,33.05555556,12.66194444
AZ,9.07,2022,101,38.33333333,71,21.66666667,86,30,12.63
AZ,9.08,2022,97,36.11111111,76,24.44444444,86.5,30.27777778,12.59777778
AZ,9.09,2022,93,33.88888889,76,24.44444444,84.5,29.16666667,12.56583333
AZ,9.10,2022,95,35,71,21.66666667,83,28.33333333,12.53361111
AZ,9.11,2022,100,37.77777778,73,22.77777778,86.5,30.27777778,12.50111111
AZ,9.12,2022,89,31.66666667,72,22.22222222,80.5,26.94444444,12.46888889
AZ,9.13,2022,92,33.33333333,69,20.55555556,80.5,26.94444444,12.43638889
AZ,9.14,2022,94,34.44444444,69,20.55555556,81.5,27.5,12.40416667
AZ,9.15,2022,95,35,69,20.55555556,82,27.77777778,12.37166667
AZ,9.16,2022,98,36.66666667,68,20,83,28.33333333,12.33916667
AZ,9.17,2022,99,37.22222222,65,18.33333333,82,27.77777778,12.30638889
AZ,9.18,2022,100,37.77777778,69,20.55555556,84.5,29.16666667,12.27388889
AZ,9.19,2022,101,38.33333333,71,21.66666667,86,30,12.24138889
AZ,9.20,2022,96,35.55555556,73,22.77777778,84.5,29.16666667,12.20861111
AZ,9.21,2022,91,32.77777778,74,23.33333333,82.5,28.05555556,12.17611111
AZ,9.22,2022,96,35.55555556,70,21.11111111,83,28.33333333,12.14333333
AZ,9.23,2022,96,35.55555556,71,21.66666667,83.5,28.61111111,12.11055556
AZ,9.24,2022,98,36.66666667,71,21.66666667,84.5,29.16666667,12.07805556
AZ,9.25,2022,100,37.77777778,70,21.11111111,85,29.44444444,12.04527778
AZ,9.26,2022,99,37.22222222,73,22.77777778,86,30,12.01277778
AZ,9.27,2022,97,36.11111111,75,23.88888889,86,30,11.98
AZ,9.28,2022,96,35.55555556,72,22.22222222,84,28.88888889,11.9475
AZ,9.29,2022,90,32.22222222,70,21.11111111,80,26.66666667,11.91472222
AZ,9.30,2022,92,33.33333333,68,20,80,26.66666667,11.88222222
AZ,9.01,2023,87,30.55555556,74,23.33333333,80.5,26.94444444,12.82055556
AZ,9.02,2023,97,36.11111111,74,23.33333333,85.5,29.72222222,12.78888889
AZ,9.03,2023,98,36.66666667,76,24.44444444,87,30.55555556,12.7575
AZ,9.04,2023,99,37.22222222,74,23.33333333,86.5,30.27777778,12.72555556
AZ,9.05,2023,101,38.33333333,71,21.66666667,86,30,12.69388889
AZ,9.06,2023,106,41.11111111,71,21.66666667,88.5,31.38888889,12.66194444
AZ,9.07,2023,105,40.55555556,73,22.77777778,89,31.66666667,12.63
AZ,9.08,2023,104,40,76,24.44444444,90,32.22222222,12.59777778
AZ,9.09,2023,108,42.22222222,77,25,92.5,33.61111111,12.56583333
AZ,9.10,2023,111,43.88888889,80,26.66666667,95.5,35.27777778,12.53361111
AZ,9.11,2023,103,39.44444444,82,27.77777778,92.5,33.61111111,12.50111111
AZ,9.12,2023,94,34.44444444,76,24.44444444,85,29.44444444,12.46888889
AZ,9.13,2023,93,33.88888889,73,22.77777778,83,28.33333333,12.43638889
AZ,9.14,2023,97,36.11111111,72,22.22222222,84.5,29.16666667,12.40416667
AZ,9.15,2023,99,37.22222222,69,20.55555556,84,28.88888889,12.37166667
AZ,9.16,2023,100,37.77777778,68,20,84,28.88888889,12.33916667
AZ,9.17,2023,101,38.33333333,70,21.11111111,85.5,29.72222222,12.30638889
AZ,9.18,2023,99,37.22222222,70,21.11111111,84.5,29.16666667,12.27388889
AZ,9.19,2023,99,37.22222222,67,19.44444444,83,28.33333333,12.24138889
AZ,9.20,2023,92,33.33333333,69,20.55555556,80.5,26.94444444,12.20861111
AZ,9.21,2023,97,36.11111111,67,19.44444444,82,27.77777778,12.17611111
AZ,9.22,2023,100,37.77777778,70,21.11111111,85,29.44444444,12.14333333
AZ,9.23,2023,97,36.11111111,68,20,82.5,28.05555556,12.11055556
AZ,9.24,2023,98,36.66666667,67,19.44444444,82.5,28.05555556,12.07805556
AZ,9.25,2023,102,38.88888889,67,19.44444444,84.5,29.16666667,12.04527778
AZ,9.26,2023,104,40,69,20.55555556,86.5,30.27777778,12.01277778
AZ,9.27,2023,103,39.44444444,69,20.55555556,86,30,11.98
AZ,9.28,2023,101,38.33333333,71,21.66666667,86,30,11.9475
AZ,9.29,2023,100,37.77777778,70,21.11111111,85,29.44444444,11.91472222
AZ,9.30,2023,97,36.11111111,67,19.44444444,82,27.77777778,11.88222222
AZ,10.01,2014,90,32.22222222,62,16.66666667,76,24.44444444,11.84972222
AZ,10.02,2014,91,32.77777778,60,15.55555556,75.5,24.16666667,11.81722222
AZ,10.03,2014,97,36.11111111,58,14.44444444,77.5,25.27777778,11.78472222
AZ,10.04,2014,98,36.66666667,64,17.77777778,81,27.22222222,11.75222222
AZ,10.05,2014,94,34.44444444,65,18.33333333,79.5,26.38888889,11.71972222
AZ,10.06,2014,91,32.77777778,65,18.33333333,78,25.55555556,11.68722222
AZ,10.07,2014,92,33.33333333,70,21.11111111,81,27.22222222,11.655
AZ,10.08,2014,80,26.66666667,67,19.44444444,73.5,23.05555556,11.62277778
AZ,10.09,2014,76,24.44444444,64,17.77777778,70,21.11111111,11.59055556
AZ,10.10,2014,84,28.88888889,61,16.11111111,72.5,22.5,11.55833333
AZ,10.11,2014,89,31.66666667,62,16.66666667,75.5,24.16666667,11.52638889
AZ,10.12,2014,87,30.55555556,61,16.11111111,74,23.33333333,11.49444444
AZ,10.13,2014,86,30,62,16.66666667,74,23.33333333,11.4625
AZ,10.14,2014,92,33.33333333,59,15,75.5,24.16666667,11.43083333
AZ,10.15,2014,93,33.88888889,62,16.66666667,77.5,25.27777778,11.39916667
AZ,10.16,2014,91,32.77777778,62,16.66666667,76.5,24.72222222,11.3675
AZ,10.17,2014,89,31.66666667,64,17.77777778,76.5,24.72222222,11.33611111
AZ,10.18,2014,91,32.77777778,60,15.55555556,75.5,24.16666667,11.30472222
AZ,10.19,2014,87,30.55555556,62,16.66666667,74.5,23.61111111,11.27361111
AZ,10.20,2014,85,29.44444444,61,16.11111111,73,22.77777778,11.2425
AZ,10.21,2014,86,30,62,16.66666667,74,23.33333333,11.21138889
AZ,10.22,2014,89,31.66666667,60,15.55555556,74.5,23.61111111,11.18083333
AZ,10.23,2014,91,32.77777778,60,15.55555556,75.5,24.16666667,11.15027778
AZ,10.24,2014,94,34.44444444,62,16.66666667,78,25.55555556,11.11972222
AZ,10.25,2014,95,35,64,17.77777778,79.5,26.38888889,11.08944444
AZ,10.26,2014,88,31.11111111,64,17.77777778,76,24.44444444,11.05944444
AZ,10.27,2014,84,28.88888889,65,18.33333333,74.5,23.61111111,11.02972222
AZ,10.28,2014,85,29.44444444,58,14.44444444,71.5,21.94444444,11
AZ,10.29,2014,89,31.66666667,57,13.88888889,73,22.77777778,10.97055556
AZ,10.30,2014,93,33.88888889,58,14.44444444,75.5,24.16666667,10.94138889
AZ,10.31,2014,91,32.77777778,64,17.77777778,77.5,25.27777778,10.9125
AZ,10.01,2015,101,38.33333333,71,21.66666667,86,30,11.84972222
AZ,10.02,2015,98,36.66666667,66,18.88888889,82,27.77777778,11.81722222
AZ,10.03,2015,91,32.77777778,63,17.22222222,77,25,11.78472222
AZ,10.04,2015,90,32.22222222,71,21.66666667,80.5,26.94444444,11.75222222
AZ,10.05,2015,85,29.44444444,70,21.11111111,77.5,25.27777778,11.71972222
AZ,10.06,2015,81,27.22222222,60,15.55555556,70.5,21.38888889,11.68722222
AZ,10.07,2015,76,24.44444444,60,15.55555556,68,20,11.655
AZ,10.08,2015,85,29.44444444,54,12.22222222,69.5,20.83333333,11.62277778
AZ,10.09,2015,87,30.55555556,64,17.77777778,75.5,24.16666667,11.59055556
AZ,10.10,2015,91,32.77777778,71,21.66666667,81,27.22222222,11.55833333
AZ,10.11,2015,93,33.88888889,65,18.33333333,79,26.11111111,11.52638889
AZ,10.12,2015,91,32.77777778,66,18.88888889,78.5,25.83333333,11.49444444
AZ,10.13,2015,93,33.88888889,66,18.88888889,79.5,26.38888889,11.4625
AZ,10.14,2015,96,35.55555556,65,18.33333333,80.5,26.94444444,11.43083333
AZ,10.15,2015,86,30,68,20,77,25,11.39916667
AZ,10.16,2015,91,32.77777778,66,18.88888889,78.5,25.83333333,11.3675
AZ,10.17,2015,85,29.44444444,65,18.33333333,75,23.88888889,11.33611111
AZ,10.18,2015,87,30.55555556,65,18.33333333,76,24.44444444,11.30472222
AZ,10.19,2015,86,30,64,17.77777778,75,23.88888889,11.27361111
AZ,10.20,2015,81,27.22222222,61,16.11111111,71,21.66666667,11.2425
AZ,10.21,2015,71,21.66666667,54,12.22222222,62.5,16.94444444,11.21138889
AZ,10.22,2015,74,23.33333333,54,12.22222222,64,17.77777778,11.18083333
AZ,10.23,2015,78,25.55555556,53,11.66666667,65.5,18.61111111,11.15027778
AZ,10.24,2015,85,29.44444444,53,11.66666667,69,20.55555556,11.11972222
AZ,10.25,2015,86,30,66,18.88888889,76,24.44444444,11.08944444
AZ,10.26,2015,86,30,61,16.11111111,73.5,23.05555556,11.05944444
AZ,10.27,2015,85,29.44444444,58,14.44444444,71.5,21.94444444,11.02972222
AZ,10.28,2015,83,28.33333333,58,14.44444444,70.5,21.38888889,11
AZ,10.29,2015,81,27.22222222,57,13.88888889,69,20.55555556,10.97055556
AZ,10.30,2015,67,19.44444444,54,12.22222222,60.5,15.83333333,10.94138889
AZ,10.31,2015,75,23.88888889,49,9.444444444,62,16.66666667,10.9125
AZ,10.01,2016,92,33.33333333,64,17.77777778,78,25.55555556,11.84972222
AZ,10.02,2016,89,31.66666667,65,18.33333333,77,25,11.81722222
AZ,10.03,2016,87,30.55555556,63,17.22222222,75,23.88888889,11.78472222
AZ,10.04,2016,84,28.88888889,54,12.22222222,69,20.55555556,11.75222222
AZ,10.05,2016,90,32.22222222,57,13.88888889,73.5,23.05555556,11.71972222
AZ,10.06,2016,88,31.11111111,60,15.55555556,74,23.33333333,11.68722222
AZ,10.07,2016,96,35.55555556,59,15,77.5,25.27777778,11.655
AZ,10.08,2016,92,33.33333333,69,20.55555556,80.5,26.94444444,11.62277778
AZ,10.09,2016,93,33.88888889,66,18.88888889,79.5,26.38888889,11.59055556
AZ,10.10,2016,95,35,64,17.77777778,79.5,26.38888889,11.55833333
AZ,10.11,2016,95,35,64,17.77777778,79.5,26.38888889,11.52638889
AZ,10.12,2016,93,33.88888889,58,14.44444444,75.5,24.16666667,11.49444444
AZ,10.13,2016,91,32.77777778,59,15,75,23.88888889,11.4625
AZ,10.14,2016,95,35,61,16.11111111,78,25.55555556,11.43083333
AZ,10.15,2016,96,35.55555556,61,16.11111111,78.5,25.83333333,11.39916667
AZ,10.16,2016,95,35,61,16.11111111,78,25.55555556,11.3675
AZ,10.17,2016,93,33.88888889,61,16.11111111,77,25,11.33611111
AZ,10.18,2016,93,33.88888889,60,15.55555556,76.5,24.72222222,11.30472222
AZ,10.19,2016,91,32.77777778,60,15.55555556,75.5,24.16666667,11.27361111
AZ,10.20,2016,94,34.44444444,57,13.88888889,75.5,24.16666667,11.2425
AZ,10.21,2016,96,35.55555556,71,21.66666667,83.5,28.61111111,11.21138889
AZ,10.22,2016,96,35.55555556,64,17.77777778,80,26.66666667,11.18083333
AZ,10.23,2016,93,33.88888889,67,19.44444444,80,26.66666667,11.15027778
AZ,10.24,2016,92,33.33333333,64,17.77777778,78,25.55555556,11.11972222
AZ,10.25,2016,88,31.11111111,63,17.22222222,75.5,24.16666667,11.08944444
AZ,10.26,2016,95,35,62,16.66666667,78.5,25.83333333,11.05944444
AZ,10.27,2016,97,36.11111111,64,17.77777778,80.5,26.94444444,11.02972222
AZ,10.28,2016,93,33.88888889,68,20,80.5,26.94444444,11
AZ,10.29,2016,94,34.44444444,63,17.22222222,78.5,25.83333333,10.97055556
AZ,10.30,2016,93,33.88888889,63,17.22222222,78,25.55555556,10.94138889
AZ,10.31,2016,90,32.22222222,65,18.33333333,77.5,25.27777778,10.9125
AZ,10.01,2017,95,35,64,17.77777778,79.5,26.38888889,11.84972222
AZ,10.02,2017,93,33.88888889,63,17.22222222,78,25.55555556,11.81722222
AZ,10.03,2017,95,35,59,15,77,25,11.78472222
AZ,10.04,2017,99,37.22222222,67,19.44444444,83,28.33333333,11.75222222
AZ,10.05,2017,99,37.22222222,73,22.77777778,86,30,11.71972222
AZ,10.06,2017,95,35,64,17.77777778,79.5,26.38888889,11.68722222
AZ,10.07,2017,95,35,57,13.88888889,76,24.44444444,11.655
AZ,10.08,2017,94,34.44444444,59,15,76.5,24.72222222,11.62277778
AZ,10.09,2017,87,30.55555556,66,18.88888889,76.5,24.72222222,11.59055556
AZ,10.10,2017,91,32.77777778,56,13.33333333,73.5,23.05555556,11.55833333
AZ,10.11,2017,97,36.11111111,70,21.11111111,83.5,28.61111111,11.52638889
AZ,10.12,2017,94,34.44444444,68,20,81,27.22222222,11.49444444
AZ,10.13,2017,94,34.44444444,64,17.77777778,79,26.11111111,11.4625
AZ,10.14,2017,93,33.88888889,60,15.55555556,76.5,24.72222222,11.43083333
AZ,10.15,2017,96,35.55555556,60,15.55555556,78,25.55555556,11.39916667
AZ,10.16,2017,94,34.44444444,71,21.66666667,82.5,28.05555556,11.3675
AZ,10.17,2017,95,35,70,21.11111111,82.5,28.05555556,11.33611111
AZ,10.18,2017,96,35.55555556,67,19.44444444,81.5,27.5,11.30472222
AZ,10.19,2017,94,34.44444444,67,19.44444444,80.5,26.94444444,11.27361111
AZ,10.20,2017,90,32.22222222,64,17.77777778,77,25,11.2425
AZ,10.21,2017,83,28.33333333,56,13.33333333,69.5,20.83333333,11.21138889
AZ,10.22,2017,90,32.22222222,55,12.77777778,72.5,22.5,11.18083333
AZ,10.23,2017,96,35.55555556,57,13.88888889,76.5,24.72222222,11.15027778
AZ,10.24,2017,94,34.44444444,55,12.77777778,74.5,23.61111111,11.11972222
AZ,10.25,2017,95,35,68,20,81.5,27.5,11.08944444
AZ,10.26,2017,91,32.77777778,59,15,75,23.88888889,11.05944444
AZ,10.27,2017,88,31.11111111,56,13.33333333,72,22.22222222,11.02972222
AZ,10.28,2017,89,31.66666667,55,12.77777778,72,22.22222222,11
AZ,10.29,2017,91,32.77777778,57,13.88888889,74,23.33333333,10.97055556
AZ,10.30,2017,85,29.44444444,60,15.55555556,72.5,22.5,10.94138889
AZ,10.31,2017,79,26.11111111,57,13.88888889,68,20,10.9125
AZ,10.01,2018,74,23.33333333,68,20,71,21.66666667,11.84972222
AZ,10.02,2018,88,31.11111111,71,21.66666667,79.5,26.38888889,11.81722222
AZ,10.03,2018,87,30.55555556,71,21.66666667,79,26.11111111,11.78472222
AZ,10.04,2018,89,31.66666667,67,19.44444444,78,25.55555556,11.75222222
AZ,10.05,2018,84,28.88888889,59,15,71.5,21.94444444,11.71972222
AZ,10.06,2018,86,30,59,15,72.5,22.5,11.68722222
AZ,10.07,2018,75,23.88888889,56,13.33333333,65.5,18.61111111,11.655
AZ,10.08,2018,72,22.22222222,53,11.66666667,62.5,16.94444444,11.62277778
AZ,10.09,2018,75,23.88888889,51,10.55555556,63,17.22222222,11.59055556
AZ,10.10,2018,81,27.22222222,53,11.66666667,67,19.44444444,11.55833333
AZ,10.11,2018,81,27.22222222,58,14.44444444,69.5,20.83333333,11.52638889
AZ,10.12,2018,75,23.88888889,63,17.22222222,69,20.55555556,11.49444444
AZ,10.13,2018,67,19.44444444,60,15.55555556,63.5,17.5,11.4625
AZ,10.14,2018,73,22.77777778,58,14.44444444,65.5,18.61111111,11.43083333
AZ,10.15,2018,76,24.44444444,56,13.33333333,66,18.88888889,11.39916667
AZ,10.16,2018,70,21.11111111,54,12.22222222,62,16.66666667,11.3675
AZ,10.17,2018,74,23.33333333,55,12.77777778,64.5,18.05555556,11.33611111
AZ,10.18,2018,79,26.11111111,56,13.33333333,67.5,19.72222222,11.30472222
AZ,10.19,2018,84,28.88888889,59,15,71.5,21.94444444,11.27361111
AZ,10.20,2018,87,30.55555556,66,18.88888889,76.5,24.72222222,11.2425
AZ,10.21,2018,86,30,65,18.33333333,75.5,24.16666667,11.21138889
AZ,10.22,2018,85,29.44444444,63,17.22222222,74,23.33333333,11.18083333
AZ,10.23,2018,77,25,57,13.88888889,67,19.44444444,11.15027778
AZ,10.24,2018,81,27.22222222,53,11.66666667,67,19.44444444,11.11972222
AZ,10.25,2018,80,26.66666667,56,13.33333333,68,20,11.08944444
AZ,10.26,2018,83,28.33333333,55,12.77777778,69,20.55555556,11.05944444
AZ,10.27,2018,88,31.11111111,56,13.33333333,72,22.22222222,11.02972222
AZ,10.28,2018,91,32.77777778,57,13.88888889,74,23.33333333,11
AZ,10.29,2018,88,31.11111111,60,15.55555556,74,23.33333333,10.97055556
AZ,10.30,2018,82,27.77777778,61,16.11111111,71.5,21.94444444,10.94138889
AZ,10.31,2018,71,21.66666667,52,11.11111111,61.5,16.38888889,10.9125
AZ,10.01,2019,88,31.11111111,59,15,73.5,23.05555556,11.84972222
AZ,10.02,2019,89,31.66666667,63,17.22222222,76,24.44444444,11.81722222
AZ,10.03,2019,91,32.77777778,63,17.22222222,77,25,11.78472222
AZ,10.04,2019,91,32.77777778,70,21.11111111,80.5,26.94444444,11.75222222
AZ,10.05,2019,92,33.33333333,64,17.77777778,78,25.55555556,11.71972222
AZ,10.06,2019,92,33.33333333,62,16.66666667,77,25,11.68722222
AZ,10.07,2019,97,36.11111111,63,17.22222222,80,26.66666667,11.655
AZ,10.08,2019,94,34.44444444,66,18.88888889,80,26.66666667,11.62277778
AZ,10.09,2019,90,32.22222222,63,17.22222222,76.5,24.72222222,11.59055556
AZ,10.10,2019,86,30,62,16.66666667,74,23.33333333,11.55833333
AZ,10.11,2019,88,31.11111111,54,12.22222222,71,21.66666667,11.52638889
AZ,10.12,2019,89,31.66666667,64,17.77777778,76.5,24.72222222,11.49444444
AZ,10.13,2019,89,31.66666667,58,14.44444444,73.5,23.05555556,11.4625
AZ,10.14,2019,88,31.11111111,62,16.66666667,75,23.88888889,11.43083333
AZ,10.15,2019,89,31.66666667,61,16.11111111,75,23.88888889,11.39916667
AZ,10.16,2019,92,33.33333333,59,15,75.5,24.16666667,11.3675
AZ,10.17,2019,92,33.33333333,67,19.44444444,79.5,26.38888889,11.33611111
AZ,10.18,2019,82,27.77777778,61,16.11111111,71.5,21.94444444,11.30472222
AZ,10.19,2019,84,28.88888889,55,12.77777778,69.5,20.83333333,11.27361111
AZ,10.20,2019,83,28.33333333,52,11.11111111,67.5,19.72222222,11.2425
AZ,10.21,2019,84,28.88888889,51,10.55555556,67.5,19.72222222,11.21138889
AZ,10.22,2019,89,31.66666667,50,10,69.5,20.83333333,11.18083333
AZ,10.23,2019,89,31.66666667,53,11.66666667,71,21.66666667,11.15027778
AZ,10.24,2019,83,28.33333333,53,11.66666667,68,20,11.11972222
AZ,10.25,2019,79,26.11111111,53,11.66666667,66,18.88888889,11.08944444
AZ,10.26,2019,85,29.44444444,49,9.444444444,67,19.44444444,11.05944444
AZ,10.27,2019,86,30,52,11.11111111,69,20.55555556,11.02972222
AZ,10.28,2019,74,23.33333333,48,8.888888889,61,16.11111111,11
AZ,10.29,2019,78,25.55555556,45,7.222222222,61.5,16.38888889,10.97055556
AZ,10.30,2019,69,20.55555556,42,5.555555556,55.5,13.05555556,10.94138889
AZ,10.31,2019,76,24.44444444,32,0,54,12.22222222,10.9125
AZ,10.01,2020,103,39.44444444,67,19.44444444,85,29.44444444,11.84972222
AZ,10.02,2020,103,39.44444444,67,19.44444444,85,29.44444444,11.81722222
AZ,10.03,2020,101,38.33333333,65,18.33333333,83,28.33333333,11.78472222
AZ,10.04,2020,102,38.88888889,65,18.33333333,83.5,28.61111111,11.75222222
AZ,10.05,2020,101,38.33333333,65,18.33333333,83,28.33333333,11.71972222
AZ,10.06,2020,100,37.77777778,64,17.77777778,82,27.77777778,11.68722222
AZ,10.07,2020,101,38.33333333,63,17.22222222,82,27.77777778,11.655
AZ,10.08,2020,98,36.66666667,66,18.88888889,82,27.77777778,11.62277778
AZ,10.09,2020,96,35.55555556,64,17.77777778,80,26.66666667,11.59055556
AZ,10.10,2020,94,34.44444444,63,17.22222222,78.5,25.83333333,11.55833333
AZ,10.11,2020,91,32.77777778,61,16.11111111,76,24.44444444,11.52638889
AZ,10.12,2020,96,35.55555556,59,15,77.5,25.27777778,11.49444444
AZ,10.13,2020,99,37.22222222,62,16.66666667,80.5,26.94444444,11.4625
AZ,10.14,2020,98,36.66666667,65,18.33333333,81.5,27.5,11.43083333
AZ,10.15,2020,95,35,64,17.77777778,79.5,26.38888889,11.39916667
AZ,10.16,2020,101,38.33333333,62,16.66666667,81.5,27.5,11.3675
AZ,10.17,2020,98,36.66666667,64,17.77777778,81,27.22222222,11.33611111
AZ,10.18,2020,94,34.44444444,61,16.11111111,77.5,25.27777778,11.30472222
AZ,10.19,2020,95,35,61,16.11111111,78,25.55555556,11.27361111
AZ,10.20,2020,95,35,60,15.55555556,77.5,25.27777778,11.2425
AZ,10.21,2020,95,35,61,16.11111111,78,25.55555556,11.21138889
AZ,10.22,2020,91,32.77777778,63,17.22222222,77,25,11.18083333
AZ,10.23,2020,91,32.77777778,64,17.77777778,77.5,25.27777778,11.15027778
AZ,10.24,2020,90,32.22222222,63,17.22222222,76.5,24.72222222,11.11972222
AZ,10.25,2020,85,29.44444444,64,17.77777778,74.5,23.61111111,11.08944444
AZ,10.26,2020,69,20.55555556,43,6.111111111,56,13.33333333,11.05944444
AZ,10.27,2020,57,13.88888889,32,0,44.5,6.944444444,11.02972222
AZ,10.28,2020,69,20.55555556,37,2.777777778,53,11.66666667,11
AZ,10.29,2020,83,28.33333333,43,6.111111111,63,17.22222222,10.97055556
AZ,10.30,2020,88,31.11111111,56,13.33333333,72,22.22222222,10.94138889
