larval_ID,pop_origin,photoperiod,full_treatment,5th_day,blocking_day,development_time,larval_mass,pupal_mass,sex,Experiment_Notes,percent_R,percent_G,percent_B,gray_R,gray_G,gray_B,darkness_G,initials
CO113,CO,10,CO10,10/16,10/23,7,4.4305,3.4953,F,,57.754,58.387,61.739,11.806,11.626,10.52,17.374,AC
CO114,CO,10,CO10,10/17,10/23,6,2.9864,,,Not sure what happened to this pupa,40.556,41.6,46.914,13.233,12.333,10.931,16.667,AC
CO115,CO,10,CO10,10/17,10/25,8,2.6196,2.6805,M,,60.491,61.405,65.159,10.258,9.632,8.268,19.368,AC
CO116,CO,10,CO10,10/19,10/26,7,4.1099,3.1728,F,,68.637,69.073,71.819,8.865,8.351,6.873,20.649,AC
CO117,CO,10,CO10,10/19,10/26,7,4.075,2.6476,F,,76.575,76.933,78.395,7.868,7.45,6.386,21.55,AC
CO118,CO,10,CO10,10/22,10/28,6,5.0877,3.3066,F,,54.388,53.706,60.847,11.218,10.798,10.181,18.202,AC
CO119,CO,10,CO10,10/20,10/27,7,2.9009,2.4852,M,,23.703,24.082,28.405,11.88,11.167,10.086,17.833,AC
CO120,CO,10,CO10,10/20,10/27,7,3.6715,2.2057,M,Photo one day late,43.721,42.518,47.471,8.37,7.575,7.067,21.425,AC
CO121,CO,10,CO10,10/20,10/27,7,3.2468,2.0216,M,Photo one day late,64.818,63.697,67.533,10.212,9.781,8.752,19.219,AC
CO122,CO,10,CO10,10/20,10/27,7,3.4495,2.3079,M,Photo one day late,57.795,58.189,62.949,9.739,9.281,8.148,19.719,AC
CO123,CO,10,CO10,10/21,10/29,8,3.5455,3.2187,F,,51.654,51.703,57.839,8.095,7.619,7.41,21.381,AC
CO124,CO,10,CO10,10/21,10/28,7,4.026,3.3014,M,,36.397,35.795,42.615,13.199,12.836,11.847,16.164,AC
CO125,CO,10,CO10,10/22,10/29,7,4.6904,3.0893,M,,39.326,38.878,44.311,11.925,11.49,10.493,17.51,AC
CO126,CO,10,CO10,10/22,10/28,6,4.553,2.7052,M,,55.42,55.712,60.05,8.364,7.982,7.234,21.018,AC
CO127,CO,10,CO10,10/22,10/28,6,3.3334,2.5055,M,,59.19,57.027,62.838,10.621,10.011,9.422,18.989,AC
CO128,CO,10,CO10,10/22,10/29,7,4.7058,3.7764,F,,55.206,54.208,58.079,7.586,7.134,6.415,21.866,EB
CO129,CO,10,CO10,10/23,10/29,6,5.3849,3.496,F,,13.264,11.795,14.881,13.963,12.022,11.669,16.978,EB
CO130,CO,10,CO10,10/23,10/31,8,5.246,3.7403,F,,39.729,37.557,42.389,9.07,7.734,7.76,21.266,EB
CO131,CO,10,CO10,10/23,10/30,7,4.8283,2.8737,M,,46.138,45.15,48.424,8.827,8.098,7.702,20.902,EB
CO132,CO,10,CO10,10/23,10/30,7,3.8269,2.7244,M,,45.04,44.92,48.94,11.746,10.921,10.083,18.079,EB
CO133,CO,10,CO10,10/23,10/31,8,3.4032,2.6877,F,,32.282,32.787,36.083,8.85,8.173,7.614,20.827,EB
CO134,CO,10,CO10,10/23,10/30,7,5.0898,3.3936,F,,37.433,37.089,40.068,9.369,8.647,7.564,20.353,EB
CO135,CO,10,CO10,10/23,10/30,7,4.026,3.2393,F,,51.621,51.761,56.444,8.671,7.93,7.178,21.07,EB
CO136,CO,10,CO10,10/24,10/31,7,4.6142,,,did not pupate,55.393,54.611,58.117,7.165,6.891,5.98,22.109,EB
CO137,CO,10,CO10,10/24,10/30,6,3.6169,,,severe deformity,61.106,56.571,61.898,8.632,7.031,6.796,21.969,EB
CO138,CO,10,CO10,10/24,10/31,7,4.8239,3.3924,F,,37.449,34.27,43.305,12.052,10.792,11.936,18.208,EB
CO139,CO,10,CO10,10/24,10/31,7,4.3433,2.5911,M,,50.976,50.429,54.265,8.356,7.927,7.068,21.073,EB
CO140,CO,10,CO10,10/24,11/1,8,3.7651,3.0723,F,,42.515,39.705,47.52,9.234,7.762,8.355,21.238,EB
CO141,CO,10,CO10,10/25,10/31,6,4.8579,2.9864,M,57.795,61.922,53.668,62.465,8.111,5.342,6.772,23.658,EB
CO142,CO,10,CO10,10/25,11/2,8,6.4804,4.1467,F,,51.765,49.372,56.252,7.808,6.453,7.121,22.547,EB
CO143,CO,10,CO10,10/25,11/4,10,2.961,,,"photo one day late, did not pupate",37.915,38.132,41.686,8.563,7.854,6.666,21.146,EB
CO144,CO,10,CO10,10/26,11/2,7,5.0983,3.0059,F,,51.081,49.583,52.985,7.465,6.729,5.759,22.271,EB
